1 59250000 6 50 50 38 53 New channel 1S
2 85312500 6 50 50 40 55 New channel 2S
3 183250000 3 50 50 40 53 Гравiс-7 P
4 199250000 6 50 50 40 55 ИНТЕР S
5 503250000 3 50 50 40 54 New channel 5P
6 543250000 6 50 50 40 55 TET S
7 559250000 6 54 50 29 54 ICTV S
8 583250000 3 50 50 40 54 Гравiс P
9 599250000 3 50 50 40 54 TVT P
10 623250000 3 54 50 70 51 M-1 P
11 687250000 6 50 50 40 55 New channel 11S
12 703312500 6 50 50 40 55 СТБ S
13 719312500 6 50 50 40 55 Новый канал S
